description,effective_domain_size,intersection_size,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size
Beta-oxidation of very long chain fatty acids,7340,7,Beta-oxidation of very long chain fatty acids,REAC:R-DRE-390247,1.0,['REAC:R-DRE-390918'],0.0017486884836372721,query_1,4003,0.4117647058823529,False,REAC,17
Biosynthesis of DHA-derived sulfido conjugates,7340,3,Biosynthesis of DHA-derived sulfido conjugates,REAC:R-DRE-9026395,1.0,['REAC:R-DRE-9018677'],0.0007494379215588309,query_1,4003,0.75,False,REAC,4
Beta-oxidation of pristanoyl-CoA,7340,3,Beta-oxidation of pristanoyl-CoA,REAC:R-DRE-389887,1.0,['REAC:R-DRE-390918'],0.0007494379215588309,query_1,4003,0.75,False,REAC,4
Beta oxidation of palmitoyl-CoA to myristoyl-CoA,7340,1,Beta oxidation of palmitoyl-CoA to myristoyl-CoA,REAC:R-DRE-77305,1.0,['REAC:R-DRE-77286'],0.0002498126405196103,query_1,4003,1.0,False,REAC,1
Beta oxidation of octanoyl-CoA to hexanoyl-CoA,7340,3,Beta oxidation of octanoyl-CoA to hexanoyl-CoA,REAC:R-DRE-77348,1.0,['REAC:R-DRE-77286'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA,7340,2,Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA,REAC:R-DRE-77310,1.0,['REAC:R-DRE-77286'],0.0004996252810392206,query_1,4003,0.5,False,REAC,4
Beta oxidation of hexanoyl-CoA to butanoyl-CoA,7340,3,Beta oxidation of hexanoyl-CoA to butanoyl-CoA,REAC:R-DRE-77350,1.0,['REAC:R-DRE-77286'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA,7340,4,Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA,REAC:R-DRE-77346,1.0,['REAC:R-DRE-77286'],0.0009992505620784412,query_1,4003,1.0,False,REAC,4
Beta oxidation of butanoyl-CoA to acetyl-CoA,7340,3,Beta oxidation of butanoyl-CoA to acetyl-CoA,REAC:R-DRE-77352,1.0,['REAC:R-DRE-77286'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
"Base-Excision Repair, AP Site Formation",7340,19,"Base-Excision Repair, AP Site Formation",REAC:R-DRE-73929,1.0,['REAC:R-DRE-73884'],0.004746440169872595,query_1,4003,0.6551724137931034,False,REAC,29
Beta-catenin independent WNT signaling,7340,66,Beta-catenin independent WNT signaling,REAC:R-DRE-3858494,1.0,['REAC:R-DRE-195721'],0.01648763427429428,query_1,4003,0.532258064516129,False,REAC,124
Mitochondrial protein import,7340,11,Mitochondrial protein import,REAC:R-DRE-1268020,1.0,['REAC:R-DRE-9609507'],0.0027479390457157134,query_1,4003,0.6470588235294118,False,REAC,17
ERBB2 Activates PTK6 Signaling,7340,7,ERBB2 Activates PTK6 Signaling,REAC:R-DRE-8847993,1.0,"['REAC:R-DRE-1227986', 'REAC:R-DRE-8848021']",0.0017486884836372721,query_1,4003,0.5384615384615384,False,REAC,13
ERK/MAPK targets,7340,10,ERK/MAPK targets,REAC:R-DRE-198753,1.0,"['REAC:R-DRE-198725', 'REAC:R-DRE-450282']",0.002498126405196103,query_1,4003,0.4,False,REAC,25
Interleukin-20 family signaling,7340,10,Interleukin-20 family signaling,REAC:R-DRE-8854691,1.0,['REAC:R-DRE-449147'],0.002498126405196103,query_1,4003,0.5263157894736842,False,REAC,19
Interleukin-2 family signaling,7340,15,Interleukin-2 family signaling,REAC:R-DRE-451927,1.0,['REAC:R-DRE-449147'],0.0037471896077941546,query_1,4003,0.5,False,REAC,30
Interleukin-17 signaling,7340,34,Interleukin-17 signaling,REAC:R-DRE-448424,1.0,['REAC:R-DRE-449147'],0.00849362977766675,query_1,4003,0.53125,False,REAC,64
Interleukin-15 signaling,7340,7,Interleukin-15 signaling,REAC:R-DRE-8983432,1.0,['REAC:R-DRE-451927'],0.0017486884836372721,query_1,4003,0.4666666666666667,False,REAC,15
Interleukin-12 family signaling,7340,5,Interleukin-12 family signaling,REAC:R-DRE-447115,1.0,['REAC:R-DRE-449147'],0.0012490632025980515,query_1,4003,0.45454545454545453,False,REAC,11
Interleukin-10 signaling,7340,4,Interleukin-10 signaling,REAC:R-DRE-6783783,1.0,['REAC:R-DRE-449147'],0.0009992505620784412,query_1,4003,0.5,False,REAC,8
Interleukin-1 signaling,7340,50,Interleukin-1 signaling,REAC:R-DRE-9020702,1.0,['REAC:R-DRE-446652'],0.012490632025980514,query_1,4003,0.5319148936170213,False,REAC,94
Interleukin-1 processing,7340,7,Interleukin-1 processing,REAC:R-DRE-448706,1.0,['REAC:R-DRE-446652'],0.0017486884836372721,query_1,4003,0.23333333333333334,False,REAC,30
Interleukin-1 family signaling,7340,64,Interleukin-1 family signaling,REAC:R-DRE-446652,1.0,['REAC:R-DRE-449147'],0.01598800899325506,query_1,4003,0.49612403100775193,False,REAC,129
Interferon gamma signaling,7340,12,Interferon gamma signaling,REAC:R-DRE-877300,1.0,['REAC:R-DRE-913531'],0.0029977516862353237,query_1,4003,0.8571428571428571,False,REAC,14
Interferon Signaling,7340,36,Interferon Signaling,REAC:R-DRE-913531,1.0,['REAC:R-DRE-1280215'],0.008993255058705971,query_1,4003,0.5454545454545454,False,REAC,66
Interconversion of polyamines,7340,1,Interconversion of polyamines,REAC:R-DRE-351200,1.0,['REAC:R-DRE-351202'],0.0002498126405196103,query_1,4003,0.3333333333333333,False,REAC,3
Interconversion of nucleotide di- and triphosphates,7340,11,Interconversion of nucleotide di- and triphosphates,REAC:R-DRE-499943,1.0,['REAC:R-DRE-15869'],0.0027479390457157134,query_1,4003,0.5238095238095238,False,REAC,21
Interconversion of 2-oxoglutarate and 2-hydroxyglutarate,7340,2,Interconversion of 2-oxoglutarate and 2-hydroxyglutarate,REAC:R-DRE-880009,1.0,['REAC:R-DRE-71406'],0.0004996252810392206,query_1,4003,1.0,False,REAC,2
Interaction between PHLDA1 and AURKA,7340,1,Interaction between PHLDA1 and AURKA,REAC:R-DRE-8854521,1.0,['REAC:R-DRE-69275'],0.0002498126405196103,query_1,4003,0.5,False,REAC,2
Interleukin-21 signaling,7340,5,Interleukin-21 signaling,REAC:R-DRE-9020958,1.0,['REAC:R-DRE-451927'],0.0012490632025980515,query_1,4003,0.4166666666666667,False,REAC,12
Interaction With Cumulus Cells And The Zona Pellucida,7340,11,Interaction With Cumulus Cells And The Zona Pellucida,REAC:R-DRE-2534343,1.0,['REAC:R-DRE-1187000'],0.0027479390457157134,query_1,4003,0.7857142857142857,False,REAC,14
"Interleukin-3, Interleukin-5 and GM-CSF signaling",7340,20,"Interleukin-3, Interleukin-5 and GM-CSF signaling",REAC:R-DRE-512988,1.0,['REAC:R-DRE-449147'],0.004996252810392206,query_1,4003,0.5714285714285714,False,REAC,35
Interleukin-38 signaling,7340,4,Interleukin-38 signaling,REAC:R-DRE-9007892,1.0,['REAC:R-DRE-446652'],0.0009992505620784412,query_1,4003,0.5714285714285714,False,REAC,7
Ion channel transport,7340,72,Ion channel transport,REAC:R-DRE-983712,1.0,['REAC:R-DRE-382551'],0.017986510117411942,query_1,4003,0.6,False,REAC,120
Inwardly rectifying K+ channels,7340,13,Inwardly rectifying K+ channels,REAC:R-DRE-1296065,1.0,['REAC:R-DRE-1296071'],0.003247564326754934,query_1,4003,0.38235294117647056,False,REAC,34
Intrinsic Pathway of Fibrin Clot Formation,7340,15,Intrinsic Pathway of Fibrin Clot Formation,REAC:R-DRE-140837,1.0,['REAC:R-DRE-140877'],0.0037471896077941546,query_1,4003,0.42857142857142855,False,REAC,35
Intrinsic Pathway for Apoptosis,7340,22,Intrinsic Pathway for Apoptosis,REAC:R-DRE-109606,1.0,['REAC:R-DRE-109581'],0.005495878091431427,query_1,4003,0.36065573770491804,False,REAC,61
Intracellular signaling by second messengers,7340,133,Intracellular signaling by second messengers,REAC:R-DRE-9006925,1.0,['REAC:R-DRE-162582'],0.03322508118910817,query_1,4003,0.5757575757575758,False,REAC,231
Intracellular oxygen transport,7340,1,Intracellular oxygen transport,REAC:R-DRE-8981607,1.0,['REAC:R-DRE-382551'],0.0002498126405196103,query_1,4003,0.2,False,REAC,5
Intracellular metabolism of fatty acids regulates insulin secretion,7340,2,Intracellular metabolism of fatty acids regulates insulin secretion,REAC:R-DRE-434313,1.0,['REAC:R-DRE-400451'],0.0004996252810392206,query_1,4003,1.0,False,REAC,2
Intra-Golgi traffic,7340,19,Intra-Golgi traffic,REAC:R-DRE-6811438,1.0,['REAC:R-DRE-6811442'],0.004746440169872595,query_1,4003,0.6129032258064516,False,REAC,31
Intra-Golgi and retrograde Golgi-to-ER traffic,7340,73,Intra-Golgi and retrograde Golgi-to-ER traffic,REAC:R-DRE-6811442,1.0,['REAC:R-DRE-199991'],0.01823632275793155,query_1,4003,0.5488721804511278,False,REAC,133
Intestinal hexose absorption,7340,3,Intestinal hexose absorption,REAC:R-DRE-8981373,1.0,['REAC:R-DRE-8963676'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
Intestinal absorption,7340,3,Intestinal absorption,REAC:R-DRE-8963676,1.0,['REAC:R-DRE-8963743'],0.0007494379215588309,query_1,4003,0.75,False,REAC,4
Interleukin-9 signaling,7340,5,Interleukin-9 signaling,REAC:R-DRE-8985947,1.0,['REAC:R-DRE-451927'],0.0012490632025980515,query_1,4003,0.4166666666666667,False,REAC,12
Interleukin-6 signaling,7340,4,Interleukin-6 signaling,REAC:R-DRE-1059683,1.0,['REAC:R-DRE-6783589'],0.0009992505620784412,query_1,4003,0.6666666666666666,False,REAC,6
Interleukin-6 family signaling,7340,7,Interleukin-6 family signaling,REAC:R-DRE-6783589,1.0,['REAC:R-DRE-449147'],0.0017486884836372721,query_1,4003,0.7,False,REAC,10
Interleukin-4 and Interleukin-13 signaling,7340,9,Interleukin-4 and Interleukin-13 signaling,REAC:R-DRE-6785807,1.0,['REAC:R-DRE-449147'],0.0022483137646764927,query_1,4003,0.4090909090909091,False,REAC,22
Interleukin-37 signaling,7340,4,Interleukin-37 signaling,REAC:R-DRE-9008059,1.0,['REAC:R-DRE-446652'],0.0009992505620784412,query_1,4003,0.5714285714285714,False,REAC,7
Integrin signaling,7340,13,Integrin signaling,REAC:R-DRE-354192,1.0,"['REAC:R-DRE-162582', 'REAC:R-DRE-76009']",0.003247564326754934,query_1,4003,0.5909090909090909,False,REAC,22
Integrin cell surface interactions,7340,35,Integrin cell surface interactions,REAC:R-DRE-216083,1.0,['REAC:R-DRE-1474244'],0.00874344241818636,query_1,4003,0.6140350877192983,False,REAC,57
Integration of energy metabolism,7340,41,Integration of energy metabolism,REAC:R-DRE-163685,1.0,['REAC:R-DRE-1430728'],0.010242318261304022,query_1,4003,0.5324675324675324,False,REAC,77
IL-6-type cytokine receptor ligand interactions,7340,4,IL-6-type cytokine receptor ligand interactions,REAC:R-DRE-6788467,1.0,['REAC:R-DRE-6783589'],0.0009992505620784412,query_1,4003,0.8,False,REAC,5
IGF1R signaling cascade,7340,27,IGF1R signaling cascade,REAC:R-DRE-2428924,1.0,['REAC:R-DRE-2404192'],0.006744941294029478,query_1,4003,0.6,False,REAC,45
Hypusine synthesis from eIF5A-lysine,7340,3,Hypusine synthesis from eIF5A-lysine,REAC:R-DRE-204626,1.0,['REAC:R-DRE-163841'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
Hydrolysis of LPC,7340,4,Hydrolysis of LPC,REAC:R-DRE-1483115,1.0,['REAC:R-DRE-1483206'],0.0009992505620784412,query_1,4003,0.6666666666666666,False,REAC,6
Hyaluronan uptake and degradation,7340,7,Hyaluronan uptake and degradation,REAC:R-DRE-2160916,1.0,['REAC:R-DRE-2142845'],0.0017486884836372721,query_1,4003,0.6363636363636364,False,REAC,11
Hyaluronan metabolism,7340,10,Hyaluronan metabolism,REAC:R-DRE-2142845,1.0,['REAC:R-DRE-1630316'],0.002498126405196103,query_1,4003,0.6666666666666666,False,REAC,15
Hyaluronan biosynthesis and export,7340,3,Hyaluronan biosynthesis and export,REAC:R-DRE-2142850,1.0,['REAC:R-DRE-2142845'],0.0007494379215588309,query_1,4003,0.75,False,REAC,4
Hormone ligand-binding receptors,7340,4,Hormone ligand-binding receptors,REAC:R-DRE-375281,1.0,['REAC:R-DRE-373076'],0.0009992505620784412,query_1,4003,0.2222222222222222,False,REAC,18
Homology Directed Repair,7340,30,Homology Directed Repair,REAC:R-DRE-5693538,1.0,['REAC:R-DRE-5693532'],0.007494379215588309,query_1,4003,0.42857142857142855,False,REAC,70
Homologous DNA Pairing and Strand Exchange,7340,17,Homologous DNA Pairing and Strand Exchange,REAC:R-DRE-5693579,1.0,['REAC:R-DRE-5685942'],0.004246814888833375,query_1,4003,0.4473684210526316,False,REAC,38
Histidine catabolism,7340,3,Histidine catabolism,REAC:R-DRE-70921,1.0,['REAC:R-DRE-71291'],0.0007494379215588309,query_1,4003,0.5,False,REAC,6
Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,7340,7,Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,REAC:R-DRE-629594,1.0,['REAC:R-DRE-622327'],0.0017486884836372721,query_1,4003,0.6363636363636364,False,REAC,11
Highly calcium permeable nicotinic acetylcholine receptors,7340,6,Highly calcium permeable nicotinic acetylcholine receptors,REAC:R-DRE-629597,1.0,['REAC:R-DRE-622323'],0.0014988758431176618,query_1,4003,0.6666666666666666,False,REAC,9
Heparan sulfate/heparin (HS-GAG) metabolism,7340,32,Heparan sulfate/heparin (HS-GAG) metabolism,REAC:R-DRE-1638091,1.0,['REAC:R-DRE-1630316'],0.00799400449662753,query_1,4003,0.64,False,REAC,50
Hemostasis,7340,255,Hemostasis,REAC:R-DRE-109582,1.0,['REAC:0000000'],0.06370222333250063,query_1,4003,0.48295454545454547,False,REAC,528
IRS-mediated signalling,7340,24,IRS-mediated signalling,REAC:R-DRE-112399,1.0,"['REAC:R-DRE-2428928', 'REAC:R-DRE-74751']",0.005995503372470647,query_1,4003,0.6153846153846154,False,REAC,39
IRS-related events triggered by IGF1R,7340,26,IRS-related events triggered by IGF1R,REAC:R-DRE-2428928,1.0,['REAC:R-DRE-2428924'],0.006495128653509868,query_1,4003,0.5909090909090909,False,REAC,44
ISG15 antiviral mechanism,7340,22,ISG15 antiviral mechanism,REAC:R-DRE-1169408,1.0,['REAC:R-DRE-1169410'],0.005495878091431427,query_1,4003,0.4888888888888889,False,REAC,45
Immune System,7340,840,Immune System,REAC:R-DRE-168256,1.0,['REAC:0000000'],0.20984261803647264,query_1,4003,0.5008944543828264,False,REAC,1677
Insulin receptor signalling cascade,7340,28,Insulin receptor signalling cascade,REAC:R-DRE-74751,1.0,['REAC:R-DRE-74752'],0.0069947539345490885,query_1,4003,0.5957446808510638,False,REAC,47
Insulin receptor recycling,7340,13,Insulin receptor recycling,REAC:R-DRE-77387,1.0,['REAC:R-DRE-74752'],0.003247564326754934,query_1,4003,0.5416666666666666,False,REAC,24
Insulin processing,7340,8,Insulin processing,REAC:R-DRE-264876,1.0,['REAC:R-DRE-2980736'],0.0019985011241568824,query_1,4003,0.5333333333333333,False,REAC,15
Insulin effects increased synthesis of Xylulose-5-Phosphate,7340,1,Insulin effects increased synthesis of Xylulose-5-Phosphate,REAC:R-DRE-163754,1.0,['REAC:R-DRE-163685'],0.0002498126405196103,query_1,4003,1.0,False,REAC,1
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,7340,11,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,REAC:R-DRE-9609523,1.0,['REAC:R-DRE-9609507'],0.0027479390457157134,query_1,4003,0.6470588235294118,False,REAC,17
Inositol transporters,7340,2,Inositol transporters,REAC:R-DRE-429593,1.0,['REAC:R-DRE-425366'],0.0004996252810392206,query_1,4003,1.0,False,REAC,2
Inositol phosphate metabolism,7340,23,Inositol phosphate metabolism,REAC:R-DRE-1483249,1.0,['REAC:R-DRE-1430728'],0.005745690731951037,query_1,4003,0.696969696969697,False,REAC,33
Ion homeostasis,7340,27,Ion homeostasis,REAC:R-DRE-5578775,1.0,['REAC:R-DRE-5576891'],0.006744941294029478,query_1,4003,0.54,False,REAC,50
Innate Immune System,7340,476,Innate Immune System,REAC:R-DRE-168249,1.0,['REAC:R-DRE-168256'],0.1189108168873345,query_1,4003,0.468503937007874,False,REAC,1016
Initial triggering of complement,7340,18,Initial triggering of complement,REAC:R-DRE-166663,1.0,['REAC:R-DRE-166658'],0.0044966275293529855,query_1,4003,0.17647058823529413,False,REAC,102
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,7340,9,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,REAC:R-DRE-141405,1.0,"['REAC:R-DRE-176408', 'REAC:R-DRE-69618']",0.0022483137646764927,query_1,4003,0.5625,False,REAC,16
Inhibition of replication initiation of damaged DNA by RB1/E2F1,7340,5,Inhibition of replication initiation of damaged DNA by RB1/E2F1,REAC:R-DRE-113501,1.0,['REAC:R-DRE-113510'],0.0012490632025980515,query_1,4003,0.45454545454545453,False,REAC,11
Inflammasomes,7340,5,Inflammasomes,REAC:R-DRE-622312,1.0,['REAC:R-DRE-168643'],0.0012490632025980515,query_1,4003,0.4166666666666667,False,REAC,12
"Incretin synthesis, secretion, and inactivation",7340,7,"Incretin synthesis, secretion, and inactivation",REAC:R-DRE-400508,1.0,['REAC:R-DRE-2980736'],0.0017486884836372721,query_1,4003,0.5833333333333334,False,REAC,12
"Inactivation, recovery and regulation of the phototransduction cascade",7340,14,"Inactivation, recovery and regulation of the phototransduction cascade",REAC:R-DRE-2514859,1.0,['REAC:R-DRE-2514856'],0.0034973769672745443,query_1,4003,0.45161290322580644,False,REAC,31
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,7340,30,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,REAC:R-DRE-198933,1.0,['REAC:R-DRE-1280218'],0.007494379215588309,query_1,4003,0.22727272727272727,False,REAC,132
Initiation of Nuclear Envelope (NE) Reformation,7340,2,Initiation of Nuclear Envelope (NE) Reformation,REAC:R-DRE-2995383,1.0,['REAC:R-DRE-2995410'],0.0004996252810392206,query_1,4003,0.3333333333333333,False,REAC,6
Heme degradation,7340,4,Heme degradation,REAC:R-DRE-189483,1.0,['REAC:R-DRE-189445'],0.0009992505620784412,query_1,4003,0.36363636363636365,False,REAC,11
Ion influx/efflux at host-pathogen interface,7340,3,Ion influx/efflux at host-pathogen interface,REAC:R-DRE-6803544,1.0,['REAC:R-DRE-6803157'],0.0007494379215588309,query_1,4003,0.6,False,REAC,5
Iron uptake and transport,7340,40,Iron uptake and transport,REAC:R-DRE-917937,1.0,['REAC:R-DRE-382551'],0.009992505620784412,query_1,4003,0.547945205479452,False,REAC,73
Metabolism of proteins,7340,797,Metabolism of proteins,REAC:R-DRE-392499,1.0,['REAC:0000000'],0.1991006744941294,query_1,4003,0.556953179594689,False,REAC,1431
Metabolism of porphyrins,7340,9,Metabolism of porphyrins,REAC:R-DRE-189445,1.0,['REAC:R-DRE-1430728'],0.0022483137646764927,query_1,4003,0.42857142857142855,False,REAC,21
Metabolism of polyamines,7340,33,Metabolism of polyamines,REAC:R-DRE-351202,1.0,['REAC:R-DRE-71291'],0.00824381713714714,query_1,4003,0.55,False,REAC,60
Metabolism of nucleotides,7340,43,Metabolism of nucleotides,REAC:R-DRE-15869,1.0,['REAC:R-DRE-1430728'],0.010741943542343242,query_1,4003,0.5443037974683544,False,REAC,79
Metabolism of nitric oxide: NOS3 activation and regulation,7340,5,Metabolism of nitric oxide: NOS3 activation and regulation,REAC:R-DRE-202131,1.0,['REAC:R-DRE-1430728'],0.0012490632025980515,query_1,4003,0.5,False,REAC,10
"Metabolism of ingested SeMet, Sec, MeSec into H2Se",7340,1,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",REAC:R-DRE-2408508,1.0,['REAC:R-DRE-2408522'],0.0002498126405196103,query_1,4003,0.3333333333333333,False,REAC,3
Metabolism of folate and pterines,7340,8,Metabolism of folate and pterines,REAC:R-DRE-196757,1.0,['REAC:R-DRE-196849'],0.0019985011241568824,query_1,4003,0.5333333333333333,False,REAC,15
Metabolism of fat-soluble vitamins,7340,20,Metabolism of fat-soluble vitamins,REAC:R-DRE-6806667,1.0,['REAC:R-DRE-196854'],0.004996252810392206,query_1,4003,0.47619047619047616,False,REAC,42
Metabolism of cofactors,7340,6,Metabolism of cofactors,REAC:R-DRE-8978934,1.0,['REAC:R-DRE-196854'],0.0014988758431176618,query_1,4003,0.6,False,REAC,10
Metabolism of amino acids and derivatives,7340,125,Metabolism of amino acids and derivatives,REAC:R-DRE-71291,1.0,['REAC:R-DRE-1430728'],0.031226580064951288,query_1,4003,0.5458515283842795,False,REAC,229
Metabolism of amine-derived hormones,7340,6,Metabolism of amine-derived hormones,REAC:R-DRE-209776,1.0,['REAC:R-DRE-71291'],0.0014988758431176618,query_1,4003,0.42857142857142855,False,REAC,14
Metabolism of RNA,7340,270,Metabolism of RNA,REAC:R-DRE-8953854,1.0,['REAC:0000000'],0.06744941294029477,query_1,4003,0.5304518664047151,False,REAC,509
Metabolism of Angiotensinogen to Angiotensins,7340,13,Metabolism of Angiotensinogen to Angiotensins,REAC:R-DRE-2022377,1.0,['REAC:R-DRE-2980736'],0.003247564326754934,query_1,4003,0.35135135135135137,False,REAC,37
Membrane Trafficking,7340,268,Membrane Trafficking,REAC:R-DRE-199991,1.0,['REAC:R-DRE-5653656'],0.06694978765925556,query_1,4003,0.5571725571725572,False,REAC,481
Melanin biosynthesis,7340,2,Melanin biosynthesis,REAC:R-DRE-5662702,1.0,['REAC:R-DRE-71291'],0.0004996252810392206,query_1,4003,0.5,False,REAC,4
Metabolism of serotonin,7340,2,Metabolism of serotonin,REAC:R-DRE-380612,1.0,['REAC:R-DRE-380615'],0.0004996252810392206,query_1,4003,1.0,False,REAC,2
Macroautophagy,7340,61,Macroautophagy,REAC:R-DRE-1632852,1.0,['REAC:R-DRE-9612973'],0.015238571071696228,query_1,4003,0.648936170212766,False,REAC,94
Metabolism of steroid hormones,7340,19,Metabolism of steroid hormones,REAC:R-DRE-196071,1.0,['REAC:R-DRE-8957322'],0.004746440169872595,query_1,4003,0.5135135135135135,False,REAC,37
Metabolism of vitamin K,7340,2,Metabolism of vitamin K,REAC:R-DRE-6806664,1.0,['REAC:R-DRE-6806667'],0.0004996252810392206,query_1,4003,0.6666666666666666,False,REAC,3
Mitochondrial Uncoupling,7340,1,Mitochondrial Uncoupling,REAC:R-DRE-166187,1.0,['REAC:R-DRE-163200'],0.0002498126405196103,query_1,4003,0.5,False,REAC,2
Mitochondrial Fatty Acid Beta-Oxidation,7340,18,Mitochondrial Fatty Acid Beta-Oxidation,REAC:R-DRE-77289,1.0,['REAC:R-DRE-8978868'],0.0044966275293529855,query_1,4003,0.5294117647058824,False,REAC,34
Mitochondrial ABC transporters,7340,3,Mitochondrial ABC transporters,REAC:R-DRE-1369007,1.0,['REAC:R-DRE-382556'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
trans-Golgi Network Vesicle Budding,7340,43,trans-Golgi Network Vesicle Budding,REAC:R-DRE-199992,1.0,['REAC:R-DRE-199991'],0.010741943542343242,query_1,4003,0.6231884057971014,False,REAC,69
Mismatch Repair,7340,5,Mismatch Repair,REAC:R-DRE-5358508,1.0,['REAC:R-DRE-73894'],0.0012490632025980515,query_1,4003,0.3333333333333333,False,REAC,15
Miscellaneous transport and binding events,7340,13,Miscellaneous transport and binding events,REAC:R-DRE-5223345,1.0,['REAC:R-DRE-382551'],0.003247564326754934,query_1,4003,0.8666666666666667,False,REAC,15
Miscellaneous substrates,7340,8,Miscellaneous substrates,REAC:R-DRE-211958,1.0,['REAC:R-DRE-211897'],0.0019985011241568824,query_1,4003,0.5714285714285714,False,REAC,14
Mineralocorticoid biosynthesis,7340,2,Mineralocorticoid biosynthesis,REAC:R-DRE-193993,1.0,['REAC:R-DRE-196071'],0.0004996252810392206,query_1,4003,0.3333333333333333,False,REAC,6
Methylation,7340,6,Methylation,REAC:R-DRE-156581,1.0,['REAC:R-DRE-156580'],0.0014988758431176618,query_1,4003,0.46153846153846156,False,REAC,13
Methionine salvage pathway,7340,2,Methionine salvage pathway,REAC:R-DRE-1237112,1.0,['REAC:R-DRE-1614635'],0.0004996252810392206,query_1,4003,0.3333333333333333,False,REAC,6
Metalloprotease DUBs,7340,10,Metalloprotease DUBs,REAC:R-DRE-5689901,1.0,['REAC:R-DRE-5688426'],0.002498126405196103,query_1,4003,0.5555555555555556,False,REAC,18
Metal sequestration by antimicrobial proteins,7340,6,Metal sequestration by antimicrobial proteins,REAC:R-DRE-6799990,1.0,['REAC:R-DRE-6803157'],0.0014988758431176618,query_1,4003,0.8571428571428571,False,REAC,7
Metal ion SLC transporters,7340,9,Metal ion SLC transporters,REAC:R-DRE-425410,1.0,['REAC:R-DRE-425366'],0.0022483137646764927,query_1,4003,0.5625,False,REAC,16
Metabolism of water-soluble vitamins and cofactors,7340,53,Metabolism of water-soluble vitamins and cofactors,REAC:R-DRE-196849,1.0,['REAC:R-DRE-196854'],0.013240069947539346,query_1,4003,0.4732142857142857,False,REAC,112
Metabolism of vitamins and cofactors,7340,79,Metabolism of vitamins and cofactors,REAC:R-DRE-196854,1.0,['REAC:R-DRE-1430728'],0.019735198601049213,query_1,4003,0.4817073170731707,False,REAC,164
Metabolism of steroids,7340,54,Metabolism of steroids,REAC:R-DRE-8957322,1.0,['REAC:R-DRE-556833'],0.013489882588058956,query_1,4003,0.5294117647058824,False,REAC,102
MTOR signalling,7340,20,MTOR signalling,REAC:R-DRE-165159,1.0,['REAC:R-DRE-162582'],0.004996252810392206,query_1,4003,0.5882352941176471,False,REAC,34
MHC class II antigen presentation,7340,57,MHC class II antigen presentation,REAC:R-DRE-2132295,1.0,['REAC:R-DRE-1280218'],0.014239320509617787,query_1,4003,0.5229357798165137,False,REAC,109
MET activates RAS signaling,7340,5,MET activates RAS signaling,REAC:R-DRE-8851805,1.0,['REAC:R-DRE-6806834'],0.0012490632025980515,query_1,4003,1.0,False,REAC,5
Lactose synthesis,7340,2,Lactose synthesis,REAC:R-DRE-5653890,1.0,['REAC:R-DRE-71387'],0.0004996252810392206,query_1,4003,0.5,False,REAC,4
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,7340,1,LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,REAC:R-DRE-3134973,1.0,['REAC:R-DRE-1834949'],0.0002498126405196103,query_1,4003,0.5,False,REAC,2
LGI-ADAM interactions,7340,10,LGI-ADAM interactions,REAC:R-DRE-5682910,1.0,['REAC:R-DRE-1266738'],0.002498126405196103,query_1,4003,0.7692307692307693,False,REAC,13
LDL remodeling,7340,4,LDL remodeling,REAC:R-DRE-8964041,1.0,['REAC:R-DRE-8963899'],0.0009992505620784412,query_1,4003,1.0,False,REAC,4
LDL clearance,7340,8,LDL clearance,REAC:R-DRE-8964038,1.0,['REAC:R-DRE-8964043'],0.0019985011241568824,query_1,4003,0.5,False,REAC,16
L1CAM interactions,7340,11,L1CAM interactions,REAC:R-DRE-373760,1.0,['REAC:R-DRE-422475'],0.0027479390457157134,query_1,4003,0.5,False,REAC,22
L13a-mediated translational silencing of Ceruloplasmin expression,7340,61,L13a-mediated translational silencing of Ceruloplasmin expression,REAC:R-DRE-156827,1.0,['REAC:R-DRE-72613'],0.015238571071696228,query_1,4003,0.5648148148148148,False,REAC,108
Kinesins,7340,8,Kinesins,REAC:R-DRE-983189,1.0,['REAC:R-DRE-983231'],0.0019985011241568824,query_1,4003,0.6153846153846154,False,REAC,13
